Kind,Name,File,Cyclomatic,CountLineCodeExe
Static Function,"set_connectivity_errors",git\builtin\receive-pack.c,3,6
Static Function,"set_console_attr",git\compat\winansi.c,8,17
Static Function,"set_curl_keepalive",git\http.c,1,0
Static Function,"set_default_whitespace_mode",git\builtin\apply.c,3,2
Function,"set_die_is_recursing_routine",git\usage.c,1,1
Function,"set_die_routine",git\usage.c,1,1
Function,"set_diffopt_flags_from_submodule_config",git\submodule.c,4,7
Function,"set_error_routine",git\usage.c,1,1
Static Function,"set_from_env",git\http.c,2,3
Function,"set_git_dir",git\environment.c,2,4
Function,"set_git_dir_init",git\builtin\init-db.c,4,11
Static Function,"set_git_option",git\transport.c,9,24
Function,"set_git_work_tree",git\environment.c,3,9
Static Function,"set_head",git\builtin\remote.c,13,47
Static Function,"set_helper_option",git\transport-helper.c,11,31
Static Function,"set_index_entry",git\read-cache.c,1,2
Static Function,"set_next",git\test-mergesort.c,1,1
Static Function,"set_option",git\remote-curl.c,18,52
Static Function,"set_option",git\builtin\fetch.c,3,7
Static Function,"set_outdir",git\builtin\log.c,5,12
Static Function,"set_progress_signal",git\progress.c,1,10
Function,"set_ref_status_for_push",git\remote.c,14,30
Static Function,"set_reflog_expiry_param",git\builtin\reflog.c,11,19
Static Function,"set_reflog_message",git\builtin\reset.c,3,8
Static Function,"set_refspecs",git\builtin\push.c,7,23
Static Function,"set_regs",git\compat\regex\regexec.c,18,58
Static Function,"set_remote_branches",git\builtin\remote.c,4,13
Static Function,"set_reuse_addr",git\daemon.c,2,5
Function,"set_signing_key",git\gpg-interface.c,1,2
Static Function,"set_thread_data",git\builtin\index-pack.c,2,2
Function,"set_try_to_free_routine",git\wrapper.c,2,5
Static Function,"set_upstreams",git\transport.c,9,27
Static Function,"set_url",git\builtin\remote.c,15,63
Static Function,"set_util",git\builtin\describe.c,3,5
Static Function,"set_zip_dir_data_desc",git\archive-zip.c,1,3
Static Function,"set_zip_header_data_desc",git\archive-zip.c,1,3
File,"setenv.c",git\compat\setenv.c,,19
Function,"setitimer",git\compat\mingw.c,6,18
File,"setup.c",git\setup.c,,415
Function,"setup_alternate_shallow",git\shallow.c,3,12
Static Function,"setup_archive_check",git\archive.c,2,5
Static Function,"setup_bare_git_dir",git\setup.c,8,19
Static Function,"setup_blame_list",git\builtin\blame.c,6,15
Static Function,"setup_branch_path",git\builtin\checkout.c,2,6
Static Function,"setup_commit_formats",git\pretty.c,4,15
Static Function,"setup_default_push_refspecs",git\builtin\push.c,8,26
Static Function,"setup_delta_attr_check",git\builtin\pack-objects.c,2,3
Function,"setup_diff_pager",git\diff.c,2,3
Static Function,"setup_discovered_git_dir",git\setup.c,10,24
Static Function,"setup_early_output",git\builtin\log.c,1,8
Static Function,"setup_explicit_git_dir",git\setup.c,19,60
Function,"setup_git_directory",git\setup.c,1,1
Function,"setup_git_directory_gently",git\setup.c,3,9
Static Function,"setup_git_directory_gently_1",git\setup.c,19,60
Static Function,"setup_git_env",git\environment.c,7,20
Static Function,"setup_man_path",git\builtin\help.c,2,8
Static Function,"setup_named_sock",git\daemon.c,13,46
Static Function,"setup_nongit",git\setup.c,3,6
Function,"setup_pager",git\pager.c,5,20
Function,"setup_path",git\exec_cmd.c,2,10
Static Function,"setup_push_current",git\builtin\push.c,2,3
Static Function,"setup_push_upstream",git\builtin\push.c,7,24
Static Function,"setup_reference",git\builtin\clone.c,1,1
Static Function,"setup_rename_conflict_info",git\merge-recursive.c,4,22
Function,"setup_rerere",git\rerere.c,3,10
Struct,"setup_revision_opt",git\revision.h,,0
Function,"setup_revisions",git\revision.c,42,109
Function,"setup_standard_excludes",git\dir.c,4,9
Function,"setup_temporary_shallow",git\shallow.c,3,12
Static Function,"setup_tracking",git\branch.c,10,23
Function,"setup_traverse_info",git\tree-walk.c,4,9
Function,"setup_unpack_trees_porcelain",git\unpack-trees.c,5,34
Static Function,"setup_whitespace_attr_check",git\ws.c,2,3
Static Function,"setup_with_upstream",git\builtin\merge.c,6,16
Function,"setup_work_tree",git\setup.c,5,13
File,"sh-i18n--envsubst.c",git\sh-i18n--envsubst.c,,154
File,"sha1-array.c",git\sha1-array.c,,22
File,"sha1-array.h",git\sha1-array.h,,0
File,"sha1-lookup.c",git\sha1-lookup.c,,105
File,"sha1-lookup.h",git\sha1-lookup.h,,0
File,"sha1.c",git\ppc\sha1.c,,39
File,"sha1.c",git\block-sha1\sha1.c,,123
File,"sha1.h",git\ppc\sha1.h,,0
File,"sha1.h",git\block-sha1\sha1.h,,0
Static Function,"sha1_access",git\sha1-array.c,1,2
Struct,"sha1_array",git\sha1-array.h,,0
Function,"sha1_array_append",git\sha1-array.c,4,3
Function,"sha1_array_clear",git\sha1-array.c,1,5
Function,"sha1_array_for_each_unique",git\sha1-array.c,4,6
Function,"sha1_array_lookup",git\sha1-array.c,2,3
Static Function,"sha1_array_sort",git\sha1-array.c,1,2
Static Function,"sha1_compare",git\pack-write.c,1,3
Struct,"sha1_entry",git\builtin\fsck.c,,0
Function,"sha1_entry_pos",git\sha1-lookup.c,23,72
File,"sha1_file.c",git\sha1_file.c,,1589
Function,"sha1_file_name",git\sha1_file.c,2,10
Function,"sha1_file_to_archive",git\archive.c,4,13
Static Function,"sha1_get_pack_name",git\sha1_file.c,3,14
Static Function,"sha1_loose_object_info",git\sha1_file.c,10,23
File,"sha1_name.c",git\sha1_name.c,,787
Static Function,"sha1_object",git\builtin\index-pack.c,16,54
Function,"sha1_object_info",git\sha1_file.c,2,6
Function,"sha1_object_info_extended",git\sha1_file.c,10,30
Function,"sha1_pack_index_name",git\sha1_file.c,1,1
Function,"sha1_pack_name",git\sha1_file.c,1,1
Function,"sha1_pos",git\sha1-lookup.c,12,32
Function,"sha1_to_hex",git\hex.c,2,8
Function,"sha1close",git\csum-file.c,9,24
Function,"sha1fd",git\csum-file.c,1,1
Function,"sha1fd_check",git\csum-file.c,3,12
Function,"sha1fd_throughput",git\csum-file.c,1,10
Struct,"sha1file",git\csum-file.h,,0
Struct,"sha1file_checkpoint",git\csum-file.h,,0
Function,"sha1file_checkpoint",git\csum-file.c,1,3
Function,"sha1file_truncate",git\csum-file.c,2,8
Function,"sha1flush",git\csum-file.c,2,5
Function,"sha1write",git\csum-file.c,6,21
Static Function,"sha_eq",git\merge-recursive.c,2,3
File,"shallow.c",git\shallow.c,,126
Static Function,"shared_callback",git\builtin\init-db.c,2,2
File,"shell.c",git\shell.c,,125
Function,"shift_tree",git\match-trees.c,6,18
Function,"shift_tree_by",git\match-trees.c,8,24
Static Function,"shift_tree_object",git\merge-recursive.c,3,8
Static Function,"short_opt",git\diff.c,4,10
Static Function,"short_time_len",git\builtin\apply.c,3,9
Function,"shorten_unambiguous_ref",git\refs.c,12,33
Static Function,"shortlog",git\builtin\fmt-merge-msg.c,15,58
Struct,"shortlog",git\shortlog.h,,0
File,"shortlog.c",git\builtin\shortlog.c,,198
File,"shortlog.h",git\shortlog.h,,0
Function,"shortlog_add_commit",git\builtin\shortlog.c,8,33
Function,"shortlog_init",git\builtin\shortlog.c,1,6
Function,"shortlog_output",git\builtin\shortlog.c,6,27
Static Function,"should_break",git\diffcore-break.c,14,38
Static Function,"should_lookahead",git\grep.c,5,8
Static Function,"should_setup_rebase",git\branch.c,5,10
Static Function,"show",git\builtin\rev-parse.c,4,11
Static Function,"show",git\builtin\notes.c,5,21
Static Function,"show",git\merge-recursive.c,1,1
Static Function,"show",git\test-prio-queue.c,2,5
Static Function,"show",git\builtin\remote.c,18,77
File,"show-branch.c",git\builtin\show-branch.c,,563
File,"show-index.c",git\show-index.c,,60
File,"show-ref.c",git\builtin\show-ref.c,,137
Static Function,"show_abbrev",git\builtin\rev-parse.c,1,2
Static Function,"show_all",git\builtin\remote.c,5,16
Static Function,"show_all_config",git\builtin\config.c,2,5
Static Function,"show_am_in_progress",git\wt-status.c,4,14
Static Function,"show_bisect_in_progress",git\wt-status.c,3,11
Static Function,"show_bisect_vars",git\builtin\rev-list.c,5,23
Static Function,"show_blob_object",git\builtin\log.c,5,13
Static Function,"show_ce_entry",git\builtin\ls-files.c,8,34
Static Function,"show_cherry_pick_in_progress",git\wt-status.c,3,12
Static Function,"show_children",git\log-tree.c,2,3
Function,"show_combined_diff",git\combine-diff.c,4,9
Static Function,"show_combined_header",git\combine-diff.c,17,54
Static Function,"show_commit",git\builtin\pack-objects.c,1,2
Static Function,"show_commit",git\builtin\rev-list.c,23,74
Static Function,"show_config",git\builtin\var.c,2,5
Function,"show_date",git\date.c,9,41
Function,"show_date_relative",git\date.c,10,51
Static Function,"show_dates",git\test-date.c,2,6
Static Function,"show_datestring",git\builtin\rev-parse.c,2,4
Function,"show_decorations",git\log-tree.c,3,8
Static Function,"show_default",git\builtin\rev-parse.c,3,7
Static Function,"show_detached",git\builtin\branch.c,3,11
Static Function,"show_diff",git\builtin\merge-tree.c,3,16
Static Function,"show_diff_tree",git\bisect.c,2,10
Static Function,"show_dir_entry",git\builtin\ls-files.c,3,7
Static Function,"show_dirstat",git\diff.c,14,50
Static Function,"show_dirstat_by_line",git\diff.c,8,22
Static Function,"show_early_header",git\builtin\log.c,3,5
Static Function,"show_edge",git\builtin\pack-objects.c,1,1
Static Function,"show_edge",git\builtin\rev-list.c,1,1
Static Function,"show_entry",git\tree-diff.c,4,17
Static Function,"show_file",git\builtin\rev-parse.c,4,11
Static Function,"show_file",git\read-cache.c,2,4
Static Function,"show_file_mode_name",git\builtin\apply.c,2,4
Static Function,"show_file_mode_name",git\diff.c,2,5
Static Function,"show_filemodify",git\builtin\fast-export.c,12,38
Static Function,"show_files",git\builtin\ls-files.c,19,35
Static Function,"show_flag",git\builtin\rev-parse.c,4,6
Static Function,"show_funcname_line",git\grep.c,5,10
Static Function,"show_graph",git\diff.c,3,6
Static Function,"show_head_ref",git\http-backend.c,2,8
Static Function,"show_html_page",git\builtin\help.c,1,3
Static Function,"show_http_message",git\remote-curl.c,4,12
Static Function,"show_ident_date",git\pretty.c,3,7
Static Function,"show_independent",git\builtin\show-branch.c,3,7
Struct,"show_info",git\builtin\remote.c,,0
Static Function,"show_info_page",git\builtin\help.c,1,4
Static Function,"show_killed_files",git\builtin\ls-files.c,10,27
Static Function,"show_line",git\grep.c,16,48
Static Function,"show_line_to_eol",git\combine-diff.c,2,7
Static Function,"show_local_changes",git\builtin\checkout.c,1,6
Static Function,"show_local_info_item",git\builtin\remote.c,5,21
Function,"show_log",git\log-tree.c,33,117
Static Function,"show_man_page",git\builtin\help.c,3,9
Static Function,"show_merge_base",git\builtin\show-branch.c,3,12
Static Function,"show_merge_base",git\builtin\merge-base.c,4,9
Static Function,"show_merge_in_progress",git\wt-status.c,4,12
Static Function,"show_mergetag",git\log-tree.c,3,6
Static Function,"show_mode_change",git\builtin\apply.c,3,7
Static Function,"show_mode_change",git\diff.c,3,5
Static Function,"show_modified",git\diff-lib.c,5,36
Static Function,"show_name",git\grep.c,2,2
Static Function,"show_name",git\builtin\name-rev.c,5,12
Static Function,"show_name",git\diff.c,1,1
Static Function,"show_new",git\contrib\examples\builtin-fetch--tool.c,1,2
Static Function,"show_new_file",git\diff-lib.c,2,5
Static Function,"show_numstat",git\diff.c,7,24
Static Function,"show_object",git\builtin\pack-objects.c,1,5
Static Function,"show_object",git\builtin\rev-list.c,2,5
Function,"show_object_with_name",git\revision.c,1,6
Static Function,"show_one",git\builtin\show-ref.c,2,5
Static Function,"show_one_alternate_sha1",git\builtin\receive-pack.c,1,1
Static Function,"show_one_commit",git\builtin\show-branch.c,7,23
Static Function,"show_one_mergetag",git\log-tree.c,8,32
Static Function,"show_one_reflog_ent",git\refs.c,3,18
Static Function,"show_other_files",git\builtin\ls-files.c,3,5
Static Function,"show_outf",git\builtin\merge-tree.c,2,3
Static Function,"show_pack_info",git\builtin\index-pack.c,9,32
Static Function,"show_parent_lno",git\combine-diff.c,1,3
Static Function,"show_parents",git\log-tree.c,2,3
Static Function,"show_patch_diff",git\combine-diff.c,41,139
Static Function,"show_path_component_truncated",git\revision.c,3,6
Static Function,"show_path_truncated",git\revision.c,5,11
Static Function,"show_pre_context",git\grep.c,12,26
Static Function,"show_progress",git\builtin\fast-export.c,3,5
Static Function,"show_push_info_item",git\builtin\remote.c,10,37
Static Function,"show_raw_diff",git\combine-diff.c,9,24
Static Function,"show_rebase_in_progress",git\wt-status.c,12,55
Static Function,"show_recursive",git\builtin\ls-tree.c,9,21
Static Function,"show_ref",git\builtin\receive-pack.c,4,11
Static Function,"show_ref",git\builtin\for-each-ref.c,4,9
Static Function,"show_ref",git\builtin\show-ref.c,15,36
Static Function,"show_ref_cb",git\builtin\receive-pack.c,2,5
Static Function,"show_reference",git\builtin\replace.c,2,4
Static Function,"show_reference",git\builtin\tag.c,7,17
Static Function,"show_reference",git\builtin\rev-parse.c,1,2
Function,"show_reflog_message",git\reflog-walk.c,3,11
Static Function,"show_remote_info_item",git\builtin\remote.c,5,21
Static Function,"show_rename_copy",git\builtin\apply.c,5,21
Static Function,"show_rename_copy",git\diff.c,1,4
Static Function,"show_result",git\builtin\merge-tree.c,2,5
Static Function,"show_result_list",git\builtin\merge-tree.c,2,7
Static Function,"show_rev",git\builtin\rev-parse.c,8,23
Static Function,"show_rev_tweak_rev",git\builtin\log.c,4,7
Static Function,"show_revert_in_progress",git\wt-status.c,3,12
Static Function,"show_ru_info",git\builtin\ls-files.c,7,17
Static Function,"show_shortstats",git\diff.c,5,14
Static Function,"show_sig_lines",git\log-tree.c,4,8
Static Function,"show_signature",git\log-tree.c,3,14
Static Function,"show_stats",git\builtin\apply.c,8,26
Static Function,"show_stats",git\diff.c,39,139
Function,"show_submodule_summary",git\submodule.c,15,42
Static Function,"show_suffix",git\builtin\describe.c,1,1
Static Function,"show_tag_lines",git\builtin\tag.c,10,23
Static Function,"show_tag_object",git\builtin\log.c,6,16
Static Function,"show_tagger",git\builtin\log.c,1,7
Static Function,"show_text_ref",git\http-backend.c,4,13
Static Function,"show_tree",git\tree-diff.c,5,10
Static Function,"show_tree",git\builtin\ls-tree.c,11,34
Static Function,"show_tree_object",git\builtin\log.c,1,2
Static Function,"show_with_type",git\builtin\rev-parse.c,2,3
Static Function,"shrink_columns",git\column.c,5,20
File,"sideband.c",git\sideband.c,,82
File,"sideband.h",git\sideband.h,,0
Static Function,"sideband_demux",git\send-pack.c,1,4
Static Function,"sideband_demux",git\fetch-pack.c,1,4
Static Function,"sift_ctx_init",git\compat\regex\regexec.c,1,5
Static Function,"sift_states_backward",git\compat\regex\regexec.c,9,27
Static Function,"sift_states_bkref",git\compat\regex\regexec.c,16,56
Struct,"sigaction",git\compat\mingw.h,,0
Function,"sigaction",git\compat\mingw.c,3,8
File,"sigchain.c",git\sigchain.c,,23
File,"sigchain.h",git\sigchain.h,,0
Function,"sigchain_pop",git\sigchain.c,3,8
Function,"sigchain_push",git\sigchain.c,5,8
Function,"sigchain_push_common",git\sigchain.c,1,5
Struct,"sigchain_signal",git\sigchain.c,,0
Function,"sign_buffer",git\gpg-interface.c,7,30
Struct,"signature_check",git\gpg-interface.h,,0
Struct,"similar_ref_cb",git\help.c,,0
Static Function,"similarity_index",git\diff.c,1,1
Function,"simple_length",git\dir.c,3,6
Static Function,"simplify_away",git\dir.c,6,13
Function,"simplify_commit",git\revision.c,4,9
Static Function,"simplify_merges",git\revision.c,7,28
Static Function,"simplify_one",git\revision.c,14,41
Static Function,"single_parent",git\commit.h,1,1
Static Function,"single_pick",git\sequencer.c,1,2
Static Function,"size2binidx",git\compat\nedmalloc\nedmalloc.c,1,15
Function,"sizeof_delta_index",git\diff-delta.c,2,4
Static Function,"sizeof_union",git\builtin\pack-redundant.c,8,21
Static Function,"skip_alpha",git\date.c,2,5
Static Function,"skip_away",git\bisect.c,5,13
Static Function,"skip_empty_lines",git\pretty.c,4,9
Static Function,"skip_imap_list_l",git\imap-send.c,13,28
Static Function,"skip_list",git\imap-send.c,1,1
Static Function,"skip_optional_lf",git\fast-import.c,2,3
Static Function,"skip_or_whine",git\vcs-svn\sliding_window.c,2,3
Static Function,"skip_prefix",git\git-compat-util.h,2,2
Function,"skip_range_arg",git\line-range.c,3,6
Static Function,"skip_same_name",git\builtin\checkout.c,2,3
Static Function,"skip_tree_prefix",git\builtin\apply.c,6,8
Static Function,"skip_uninteresting",git\tree-diff.c,4,7
Static Function,"skipspaces",git\builtin\rev-parse.c,2,3
Function,"sleep",git\compat\mingw.c,1,2
Struct,"sliding_view",git\vcs-svn\sliding_window.h,,0
File,"sliding_window.c",git\vcs-svn\sliding_window.c,,40
File,"sliding_window.h",git\vcs-svn\sliding_window.h,,0
Struct,"sline",git\combine-diff.c,,0
Struct,"slot_results",git\http.h,,0
Static Function,"slow_same_name",git\name-hash.c,5,12
Static Function,"slurp_attr",git\builtin\mailinfo.c,3,13
Static Function,"snarf_refs",git\builtin\show-branch.c,3,8
File,"snprintf.c",git\compat\snprintf.c,,30
Static Function,"socket_cleanup",git\compat\mingw.c,2,7
Static Function,"socket_perror",git\imap-send.c,5,16
Static Function,"socket_read",git\imap-send.c,3,10
Static Function,"socket_shutdown",git\imap-send.c,2,5
Static Function,"socket_write",git\imap-send.c,3,10
Struct,"socketlist",git\daemon.c,,0
Static Function,"socksetup",git\daemon.c,4,9
Function,"sort_and_merge_range_set",git\line-log.c,5,15
Function,"sort_in_topological_order",git\commit.c,17,54
Static Function,"sort_pack",git\sha1_file.c,4,10
Static Function,"sort_ref_dir",git\refs.c,4,11
Function,"sort_ref_list",git\remote.c,1,1
Static Function,"sort_ref_range",git\builtin\show-branch.c,1,2
Static Function,"sort_refs",git\builtin\for-each-ref.c,1,2
Static Function,"sort_revindex",git\pack-revindex.c,6,18
Function,"sort_string_list",git\string-list.c,2,2
Static Function,"sorted_string_list_member",git\sh-i18n--envsubst.c,7,16
Struct,"spanhash",git\diffcore-delta.c,,0
Static Function,"spanhash_cmp",git\diffcore-delta.c,6,8
Static Function,"spanhash_rehash",git\diffcore-delta.c,6,22
Struct,"spanhash_top",git\diffcore-delta.c,,0
Static Function,"spawn_daemon",git\credential-cache.c,4,15
Struct,"special",git\date.c,,0
Static Function,"splice_tree",git\match-trees.c,9,35
Static Function,"split_blame",git\builtin\blame.c,10,35
Function,"split_cmdline",git\alias.c,15,36
Function,"split_cmdline_strerror",git\alias.c,1,1
Static Function,"split_commit_in_progress",git\wt-status.c,6,20
Function,"split_ident_line",git\ident.c,17,44
Static Function,"split_maildir",git\builtin\mailsplit.c,5,20
Static Function,"split_mbox",git\builtin\mailsplit.c,8,22
Static Function,"split_merge_strategies",git\builtin\merge.c,10,16
Static Function,"split_msg",git\imap-send.c,5,18
Static Function,"split_one",git\builtin\mailsplit.c,10,30
Static Function,"split_overlap",git\builtin\blame.c,4,23
Function,"sq_dequote",git\quote.c,1,1
Static Function,"sq_dequote_step",git\quote.c,11,31
Function,"sq_dequote_to_argv",git\quote.c,1,1
Function,"sq_dequote_to_argv_array",git\quote.c,1,1
Static Function,"sq_dequote_to_argv_internal",git\quote.c,9,14
Static Function,"sq_must_quote",git\quote.c,1,1
Function,"sq_quote_argv",git\quote.c,3,6
Function,"sq_quote_buf",git\quote.c,4,14
Static Function,"sqrti",git\bisect.c,4,9
Static Function,"squash_message",git\builtin\merge.c,7,31
Static Function,"squash_slash",git\builtin\apply.c,5,9
Struct,"src_data",git\builtin\fmt-merge-msg.c,,0
Static Function,"ssl_socket_connect",git\imap-send.c,12,36
Static Function,"ssl_socket_perror",git\imap-send.c,1,1
Struct,"stage_data",git\merge-recursive.c,,0
Static Function,"stage_sha",git\merge-recursive.c,2,1
Function,"stage_updated_gitmodules",git\submodule.c,7,20
Struct,"stale_heads_info",git\remote.c,,0
Static Function,"standard_header_field",git\commit.c,1,5
Static Function,"standard_options",git\transport-helper.c,3,6
Function,"start_active_slot",git\http.c,1,1
Function,"start_async",git\run-command.c,20,55
Function,"start_command",git\run-command.c,51,143
Static Function,"start_fetch_packed",git\http-push.c,6,32
Static Function,"start_move",git\http-push.c,2,15
Static Function,"start_object_request",git\http-walker.c,3,13
Static Function,"start_packfile",git\fast-import.c,1,16
Function,"start_progress",git\progress.c,1,1
Function,"start_progress_delay",git\progress.c,2,14
Static Function,"start_put",git\http-push.c,4,38
Static Function,"start_threads",git\builtin\grep.c,4,18
Static Function,"start_timer_thread",git\compat\mingw.c,3,10
Struct,"startup_info",git\cache.h,,0
Struct,"stat_data",git\cache.h,,0
Static Function,"stat_opt",git\diff.c,22,61
Static Function,"stat_patch_list",git\builtin\apply.c,2,6
Static Function,"stat_sha1_file",git\sha1_file.c,4,11
Function,"stat_tracking_info",git\remote.c,10,42
Struct,"stat_validity",git\cache.h,,0
Function,"stat_validity_check",git\read-cache.c,3,5
Function,"stat_validity_clear",git\read-cache.c,1,2
Function,"stat_validity_update",git\read-cache.c,3,6
Static Function,"status_abbrev",git\transport.c,1,1
Struct,"status_deferred_config",git\builtin\commit.c,,0
Static Function,"status_init_config",git\builtin\commit.c,1,5
Function,"status_printf",git\wt-status.c,1,3
Function,"status_printf_ln",git\wt-status.c,1,3
Static Function,"status_printf_more",git\wt-status.c,1,3
Static Function,"status_vprintf",git\wt-status.c,11,34
Static Function,"std_output",git\grep.c,1,1
Static Function,"stdin_cacheinfo_callback",git\builtin\update-index.c,2,6
Static Function,"stdin_callback",git\builtin\update-index.c,2,5
Static Function,"stdin_diff_commit",git\builtin\diff-tree.c,5,14
Static Function,"stdin_diff_trees",git\builtin\diff-tree.c,3,11
Static Function,"still_interesting",git\revision.c,4,7
Function,"stop_column_filter",git\column.c,2,9
Function,"stop_progress",git\progress.c,1,1
Function,"stop_progress_msg",git\progress.c,7,23
Static Function,"stop_timer_thread",git\compat\mingw.c,6,14
Static Function,"store_aux",git\config.c,11,31
Static Function,"store_credential",git\contrib\credential\wincred\git-credential-wincred.c,3,15
Static Function,"store_credential",git\credential-store.c,4,16
Static Function,"store_object",git\fast-import.c,15,91
Static Function,"store_pid",git\daemon.c,3,5
Static Function,"store_tree",git\fast-import.c,8,28
Static Function,"store_updated_refs",git\builtin\fetch.c,29,98
Static Function,"store_write_pair",git\config.c,10,30
Static Function,"store_write_section",git\config.c,4,14
Static Function,"str_cmp",git\transport.c,1,3
Function,"str_end_url_with_slash",git\url.c,1,4
Struct,"strategy",git\builtin\merge.c,,0
Struct,"strbuf",git\strbuf.h,,0
File,"strbuf.c",git\strbuf.c,,308
File,"strbuf.h",git\strbuf.h,,19
Function,"strbuf_add",git\strbuf.c,1,3
Function,"strbuf_add_commented_lines",git\strbuf.c,2,4
Static Function,"strbuf_add_indented_text",git\utf8.c,4,10
Function,"strbuf_add_lines",git\strbuf.c,1,1
Static Function,"strbuf_add_urlencode",git\strbuf.c,3,8
Function,"strbuf_add_wrapped_bytes",git\utf8.c,1,3
Function,"strbuf_add_wrapped_text",git\utf8.c,16,58
Static Function,"strbuf_addbuf",git\strbuf.h,1,2
Function,"strbuf_addbuf_percentquote",git\strbuf.c,3,5
Static Function,"strbuf_addch",git\strbuf.h,1,3
Static Function,"strbuf_addchars",git\utf8.c,1,3
Function,"strbuf_adddup",git\strbuf.c,1,3
Function,"strbuf_addf",git\strbuf.c,1,3
Static Function,"strbuf_addstr",git\strbuf.h,1,1
Function,"strbuf_addstr_urlencode",git\strbuf.c,1,1
Static Function,"strbuf_addstr_without_crud",git\ident.c,9,18
Function,"strbuf_addstr_xml_quoted",git\strbuf.c,7,20
Static Function,"strbuf_append_ext_header",git\archive-tar.c,2,7
Function,"strbuf_attach",git\strbuf.c,1,6
Static Function,"strbuf_avail",git\strbuf.h,2,1
Function,"strbuf_branchname",git\sha1_name.c,3,8
Function,"strbuf_check_branch_ref",git\sha1_name.c,2,5
Static Function,"strbuf_check_tag_ref",git\builtin\tag.c,2,5
Function,"strbuf_cmp",git\strbuf.c,4,5
Function,"strbuf_commented_addf",git\strbuf.c,2,9
Static Function,"strbuf_complete_line",git\strbuf.h,2,2
Function,"strbuf_detach",git\strbuf.c,2,6
Function,"strbuf_expand",git\strbuf.c,5,15
Function,"strbuf_expand_dict_cb",git\strbuf.c,4,7
Struct,"strbuf_expand_dict_entry",git\strbuf.h,,0
Function,"strbuf_fread",git\strbuf.c,3,8
Function,"strbuf_getline",git\strbuf.c,3,5
Function,"strbuf_getwholeline",git\strbuf.c,5,12
Function,"strbuf_getwholeline_fd",git\strbuf.c,4,9
Function,"strbuf_grow",git\strbuf.c,7,9
Function,"strbuf_humanise_bytes",git\strbuf.c,4,14
Function,"strbuf_init",git\strbuf.c,2,4
Function,"strbuf_insert",git\strbuf.c,1,1
Struct,"strbuf_list",git\builtin\config.c,,0
Function,"strbuf_list_free",git\strbuf.c,2,5
Function,"strbuf_ltrim",git\strbuf.c,2,6
Static Function,"strbuf_out",git\builtin\grep.c,1,2
Function,"strbuf_read",git\strbuf.c,6,17
Function,"strbuf_read_file",git\strbuf.c,3,8
Function,"strbuf_readlink",git\strbuf.c,7,16
Function,"strbuf_release",git\strbuf.c,2,3
Function,"strbuf_remove",git\strbuf.c,1,1
Function,"strbuf_rtrim",git\strbuf.c,2,3
Static Function,"strbuf_setlen",git\strbuf.h,3,4
Function,"strbuf_splice",git\strbuf.c,5,13
Static Function,"strbuf_split",git\strbuf.h,1,1
Function,"strbuf_split_buf",git\strbuf.c,10,18
Static Function,"strbuf_split_max",git\strbuf.h,1,1
Static Function,"strbuf_split_str",git\strbuf.h,1,1
Static Function,"strbuf_swap",git\strbuf.h,1,3
Function,"strbuf_trim",git\strbuf.c,3,8
Function,"strbuf_utf8_replace",git\utf8.c,7,30
Function,"strbuf_vaddf",git\strbuf.c,5,13
Static Function,"strbuf_wrap",git\pretty.c,2,7
Static Function,"strbuf_write_column",git\graph.c,3,5
Static Function,"strcasecmp",git\compat\msvc.h,2,3
File,"strcasestr.c",git\compat\strcasestr.c,,10
Function,"strcmp_icase",git\dir.c,2,1
Static Function,"stream_blob",git\fast-import.c,17,72
Function,"stream_blob_to_fd",git\streaming.c,13,33
Static Function,"stream_blocked",git\archive-tar.c,5,12
Struct,"stream_filter",git\convert.c,,0
Function,"stream_filter",git\convert.c,1,1
Struct,"stream_filter_vtbl",git\convert.c,,0
Static Function,"stream_to_pack",git\bulk-checkin.c,15,47
Struct,"stream_vtbl",git\streaming.c,,0
File,"streaming.c",git\streaming.c,,261
File,"streaming.h",git\streaming.h,,0
Static Function,"streaming_write_entry",git\entry.c,3,10
File,"string-list.c",git\string-list.c,,158
File,"string-list.h",git\string-list.h,,0
Struct,"string_list",git\string-list.h,,0
Static Function,"string_list_add_note_lines",git\notes.c,3,9
Static Function,"string_list_add_one_ref",git\notes.c,2,4
Function,"string_list_add_refs_by_glob",git\notes.c,4,8
Function,"string_list_add_refs_from_colon_sep",git\notes.c,2,8
Function,"string_list_append",git\string-list.c,2,3
Static Function,"string_list_append",git\sh-i18n--envsubst.c,2,5
Function,"string_list_append_nodup",git\string-list.c,4,5
Function,"string_list_clear",git\string-list.c,6,10
Function,"string_list_clear_func",git\string-list.c,6,10
Static Function,"string_list_df_name_compare",git\merge-recursive.c,2,9
Function,"string_list_find_insert_index",git\string-list.c,3,4
Function,"string_list_has_string",git\string-list.c,1,2
Static Function,"string_list_init",git\sh-i18n--envsubst.c,1,3
Function,"string_list_insert",git\string-list.c,1,1
Function,"string_list_insert_at_index",git\string-list.c,2,4
Struct,"string_list_item",git\string-list.h,,0
Static Function,"string_list_join_lines_helper",git\notes.c,1,4
Function,"string_list_lookup",git\string-list.c,2,4
Static Function,"string_list_member",git\sh-i18n--envsubst.c,3,4
Function,"string_list_remove_duplicates",git\string-list.c,7,11
Function,"string_list_remove_empty_items",git\string-list.c,1,1
Static Function,"string_list_sort",git\sh-i18n--envsubst.c,2,2
