Kind,Name,File,Cyclomatic,CountLineCodeExe
Static Function,"convert_date",git\contrib\convert-objects\convert-objects.c,2,17
Static Function,"convert_date_line",git\contrib\convert-objects\convert-objects.c,4,19
Struct,"convert_driver",git\convert.c,,0
Static Function,"convert_entry",git\contrib\convert-objects\convert-objects.c,6,20
Static Function,"convert_mode",git\contrib\convert-objects\convert-objects.c,3,4
Static Function,"convert_num_notes_to_fanout",git\fast-import.c,2,4
Function,"convert_to_git",git\convert.c,5,19
Static Function,"convert_to_utf8",git\builtin\mailinfo.c,4,9
Function,"convert_to_working_tree",git\convert.c,1,1
Static Function,"convert_to_working_tree_internal",git\convert.c,6,21
Static Function,"convert_tree",git\contrib\convert-objects\convert-objects.c,3,11
Static Function,"copy",git\builtin\notes.c,12,50
File,"copy.c",git\copy.c,,48
Static Function,"copy_advance",git\builtin\for-each-ref.c,2,3
Static Function,"copy_alternates",git\builtin\clone.c,4,13
Static Function,"copy_cache_entry",git\cache.h,1,3
Static Function,"copy_cache_entry_to_ondisk",git\read-cache.c,3,20
Function,"copy_commit_list",git\commit.c,2,10
Static Function,"copy_email",git\builtin\for-each-ref.c,3,7
Static Function,"copy_email",git\ident.c,2,5
Static Function,"copy_environ",git\compat\mingw.c,3,8
Function,"copy_fd",git\copy.c,7,25
Function,"copy_file",git\copy.c,6,12
Function,"copy_file_with_time",git\copy.c,2,4
Static Function,"copy_gecos",git\ident.c,3,7
Static Function,"copy_le16",git\archive-zip.c,1,2
Static Function,"copy_le32",git\archive-zip.c,1,4
Static Function,"copy_line",git\builtin\for-each-ref.c,1,2
Static Function,"copy_msg",git\refs.c,5,14
Static Function,"copy_name",git\builtin\for-each-ref.c,3,4
Function,"copy_note",git\notes.c,4,9
Function,"copy_note_for_rewrite",git\notes-utils.c,2,4
Static Function,"copy_or_link_directory",git\builtin\clone.c,16,41
Static Function,"copy_pack_data",git\builtin\pack-objects.c,3,7
Function,"copy_pathspec",git\pathspec.c,1,4
Function,"copy_ref",git\remote.c,4,10
Function,"copy_ref_list",git\remote.c,2,7
Static Function,"copy_split_if_better",git\builtin\blame.c,5,9
Static Function,"copy_subject",git\builtin\for-each-ref.c,3,5
Static Function,"copy_templates",git\builtin\init-db.c,10,42
Static Function,"copy_templates_1",git\builtin\init-db.c,16,49
Static Function,"copy_times",git\copy.c,3,7
Static Function,"copy_to_log",git\daemon.c,3,11
Static Function,"copy_to_sideband",git\builtin\receive-pack.c,3,7
Static Function,"copyfrom_data",git\vcs-svn\svndiff.c,2,7
Static Function,"copyfrom_source",git\vcs-svn\svndiff.c,3,7
Static Function,"copyfrom_target",git\vcs-svn\svndiff.c,4,7
File,"count-objects.c",git\builtin\count-objects.c,,123
Static Function,"count_diff_files",git\builtin\merge.c,1,2
Static Function,"count_distance",git\bisect.c,6,16
Static Function,"count_ident",git\convert.c,10,26
Static Function,"count_interesting_parents",git\bisect.c,3,5
Static Function,"count_lines",git\diff.c,5,16
Static Function,"count_messages",git\imap-send.c,7,17
Static Function,"count_objects",git\builtin\count-objects.c,12,39
Static Function,"count_parents",git\line-log.c,2,6
Static Function,"count_reflog_ent",git\builtin\reflog.c,2,4
Static Function,"count_refspec_match",git\remote.c,5,25
Static Function,"count_slash",git\builtin\show-branch.c,3,5
Static Function,"count_slashes",git\builtin\apply.c,3,5
Static Function,"count_trailing_blank",git\diff.c,7,18
Static Function,"count_unmerged_entries",git\builtin\merge.c,3,5
Struct,"counted_string",git\remote.c,,0
Static Function,"cram",git\imap-send.c,4,24
Function,"crc32_begin",git\csum-file.c,1,2
Function,"crc32_end",git\csum-file.c,1,2
Static Function,"create_alias_ce",git\read-cache.c,2,8
Static Function,"create_base_index",git\builtin\commit.c,4,17
Static Function,"create_boundary_commit_list",git\revision.c,6,16
Function,"create_branch",git\branch.c,21,61
Function,"create_bundle",git\bundle.c,25,106
Static Function,"create_cd_newstate",git\compat\regex\regex_internal.c,13,39
Static Function,"create_ce_entry",git\unpack-trees.c,1,8
Static Function,"create_ce_flags",git\cache.h,1,1
Static Function,"create_ce_mode",git\cache.h,4,5
Static Function,"create_ci_newstate",git\compat\regex\regex_internal.c,9,24
Static Function,"create_default_files",git\builtin\init-db.c,15,63
Function,"create_delta",git\diff-delta.c,37,119
Function,"create_delta_index",git\diff-delta.c,17,83
Static Function,"create_dir_entry",git\refs.c,2,6
Static Function,"create_directories",git\entry.c,7,18
Static Function,"create_entry",git\builtin\merge-tree.c,1,6
Static Function,"create_file",git\builtin\apply.c,3,11
Static Function,"create_file",git\entry.c,2,2
Static Function,"create_from_disk",git\read-cache.c,6,23
Static Function,"create_grep_pat",git\grep.c,1,8
Static Function,"create_index",git\fast-import.c,5,12
Static Function,"create_initial_state",git\compat\regex\regcomp.c,14,47
Function,"create_mspace",git\compat\nedmalloc\malloc.c.h,7,13
Function,"create_mspace_with_base",git\compat\nedmalloc\malloc.c.h,5,9
Static Function,"create_note",git\builtin\notes.c,13,45
Function,"create_notes_commit",git\notes-utils.c,6,11
Function,"create_object",git\object.c,2,11
Static Function,"create_object_directory",git\builtin\init-db.c,1,10
Static Function,"create_one_file",git\builtin\apply.c,13,25
Static Function,"create_output_file",git\builtin\archive.c,4,8
Static Function,"create_pack_file",git\upload-pack.c,32,121
Static Function,"create_pack_revindex",git\pack-revindex.c,5,27
Static Function,"create_ref_cache",git\refs.c,2,6
Static Function,"create_ref_entry",git\refs.c,2,10
Static Function,"create_seq_dir",git\sequencer.c,3,8
Static Function,"create_simplify",git\dir.c,5,16
Function,"create_symref",git\refs.c,11,35
Static Function,"create_tag",git\builtin\tag.c,13,49
Struct,"create_tag_options",git\builtin\tag.c,,0
Static Function,"create_temp",git\ll-merge.c,2,5
Static Function,"create_temp_file",git\builtin\unpack-file.c,3,9
Function,"create_tmp_packfile",git\pack-write.c,1,3
Static Function,"create_tmpfile",git\sha1_file.c,4,15
Static Function,"create_token_tree",git\compat\regex\regcomp.c,5,22
Static Function,"create_tree",git\compat\regex\regcomp.c,1,2
Struct,"credential",git\credential.h,,0
Struct,"credential",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,,0
File,"credential-cache--daemon.c",git\credential-cache--daemon.c,,137
File,"credential-cache.c",git\credential-cache.c,,75
File,"credential-store.c",git\credential-store.c,,81
File,"credential.c",git\credential.c,,202
File,"credential.c",git\builtin\credential.c,,18
File,"credential.h",git\credential.h,,0
Static Function,"credential_apply_config",git\credential.c,3,7
Function,"credential_approve",git\credential.c,4,8
Static Function,"credential_ask_one",git\credential.c,2,11
Struct,"credential_cache_entry",git\credential-cache--daemon.c,,0
Function,"credential_clear",git\credential.c,1,7
Static Function,"credential_clear",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,1,6
Static Function,"credential_config_callback",git\credential.c,9,25
Static Function,"credential_describe",git\credential.c,5,9
Static Function,"credential_do",git\credential.c,3,11
Function,"credential_fill",git\credential.c,5,10
Function,"credential_from_url",git\credential.c,9,28
Static Function,"credential_getpass",git\credential.c,3,6
Function,"credential_init",git\credential.c,1,2
Static Function,"credential_init",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,1,1
Function,"credential_match",git\credential.c,1,4
Struct,"credential_operation",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,,0
Function,"credential_read",git\credential.c,10,30
Static Function,"credential_read",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,12,35
Function,"credential_reject",git\credential.c,2,8
Function,"credential_write",git\credential.c,1,5
Static Function,"credential_write",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,1,2
Static Function,"credential_write_item",git\contrib\credential\gnome-keyring\git-credential-gnome-keyring.c,2,3
Static Function,"credential_write_item",git\credential.c,2,3
Struct,"credentials",git\daemon.c,,0
Static Function,"credit_people",git\builtin\fmt-merge-msg.c,3,14
Static Function,"crlf_to_git",git\convert.c,16,37
Static Function,"crlf_to_worktree",git\convert.c,13,33
Static Function,"crud",git\ident.c,1,10
File,"csum-file.c",git\csum-file.c,,109
File,"csum-file.h",git\csum-file.h,,0
Static Function,"ctrl_ignore",git\compat\mingw.c,1,1
File,"ctype.c",git\ctype.c,,44
Static Function,"curate_packed_ref_fn",git\refs.c,5,15
Static Function,"curl_setup_http",git\http-push.c,1,9
Static Function,"curl_setup_http_get",git\http-push.c,1,4
Static Function,"curlinfo_strbuf",git\http.c,2,5
Static Function,"cut_ident_timestamp_part",git\builtin\commit.c,2,5
Static Function,"cwexec",git\kwset.c,30,96
Static Function,"cycle_packfile",git\fast-import.c,1,2
File,"daemon.c",git\daemon.c,,659
Function,"daemon_avoid_alias",git\path.c,11,24
Static Function,"daemon_die",git\daemon.c,1,2
Static Function,"daemon_error",git\daemon.c,2,4
Struct,"daemon_service",git\daemon.c,,0
Static Function,"daemonize",git\daemon.c,4,13
File,"date.c",git\date.c,,633
Static Function,"date_am",git\date.c,2,8
Static Function,"date_len",git\builtin\apply.c,4,11
Static Function,"date_midnight",git\date.c,1,1
Static Function,"date_never",git\date.c,1,2
Static Function,"date_noon",git\date.c,1,1
Static Function,"date_now",git\date.c,1,1
Static Function,"date_pm",git\date.c,2,8
Static Function,"date_string",git\date.c,2,5
Static Function,"date_tea",git\date.c,1,1
Static Function,"date_time",git\date.c,2,5
Static Function,"date_yesterday",git\date.c,1,1
Function,"datestamp",git\date.c,1,4
Static Function,"debug_merge",git\builtin\read-tree.c,2,6
Static Function,"debug_mm",git\mailmap.c,1,0
Static Function,"debug_name_entry",git\unpack-trees.c,1,3
Static Function,"debug_path",git\unpack-trees.c,3,5
Static Function,"debug_stage",git\builtin\read-tree.c,3,9
Static Function,"debug_str",git\mailmap.c,1,1
Static Function,"debug_unpack_callback",git\unpack-trees.c,2,6
Function,"decimal_width",git\pager.c,2,3
Function,"decode_85",git\base85.c,11,29
Static Function,"decode_b_segment",git\builtin\mailinfo.c,11,34
Static Function,"decode_header",git\builtin\mailinfo.c,3,4
Static Function,"decode_header_bq",git\builtin\mailinfo.c,13,49
Static Function,"decode_q_segment",git\builtin\mailinfo.c,5,14
Static Function,"decode_transfer_encoding",git\builtin\mailinfo.c,4,14
Static Function,"decode_tree_entry",git\tree-walk.c,3,9
Function,"decode_varint",git\varint.c,3,11
File,"decorate.c",git\decorate.c,,43
File,"decorate.h",git\decorate.h,,0
Static Function,"decorate_callback",git\builtin\log.c,4,10
Static Function,"decorate_get_color",git\log-tree.c,2,3
Struct,"decoration",git\decorate.h,,0
Static Function,"decref_split",git\builtin\blame.c,2,2
Static Function,"def_ff",git\xdiff\xemit.c,4,11
Static Function,"default_edit_option",git\builtin\merge.c,4,15
Function,"default_notes_ref",git\notes.c,4,8
Static Function,"default_sort",git\builtin\for-each-ref.c,1,5
Static Function,"default_swab32",git\compat\bswap.h,1,4
Static Function,"deflate_it",git\diff.c,2,12
Static Function,"deflate_to_pack",git\bulk-checkin.c,13,40
Static Function,"delete_branch_config",git\builtin\branch.c,2,5
Static Function,"delete_branches",git\builtin\branch.c,13,61
Static Function,"delete_internet_password",git\contrib\credential\osxkeychain\git-credential-osxkeychain.c,6,5
Static Function,"delete_only",git\builtin\receive-pack.c,3,4
Function,"delete_ref",git\refs.c,2,10
Static Function,"delete_ref_loose",git\refs.c,3,8
Static Function,"delete_remote_branch",git\http-push.c,19,63
Static Function,"delete_replace_ref",git\builtin\replace.c,2,4
Static Function,"delete_tag",git\builtin\tag.c,2,4
Static Function,"deleted_entry",git\unpack-trees.c,4,9
File,"delta.h",git\delta.h,,17
Union,"delta_base",git\builtin\index-pack.c,,0
Struct,"delta_base_cache_entry",git\sha1_file.c,,0
Struct,"delta_base_cache_lru_list",git\sha1_file.c,,0
Static Function,"delta_cacheable",git\builtin\pack-objects.c,4,7
Struct,"delta_entry",git\builtin\index-pack.c,,0
Struct,"delta_index",git\diff-delta.c,,0
Struct,"delta_info",git\builtin\unpack-objects.c,,0
Static Function,"delta_pos_compare",git\builtin\index-pack.c,1,3
Static Function,"depth_first",git\builtin\fast-export.c,6,14
Function,"deref_tag",git\tag.c,5,10
Function,"deref_tag_noverify",git\tag.c,3,7
Static Function,"dereference",git\fast-import.c,12,35
Static Function,"describe",git\builtin\describe.c,33,109
File,"describe.c",git\builtin\describe.c,,301
Static Function,"describe_detached_head",git\builtin\checkout.c,1,6
Static Function,"describe_one_orphan",git\builtin\checkout.c,1,7
Function,"destroy_mspace",git\compat\nedmalloc\malloc.c.h,4,15
Struct,"dests_alloc",git\compat\regex\regexec.c,,0
Function,"detach_advice",git\advice.c,1,9
Static Function,"determine_author_info",git\builtin\commit.c,9,39
Static Function,"determine_fanout",git\notes.c,5,10
Static Function,"determine_whence",git\builtin\commit.c,5,10
Function,"df_name_compare",git\read-cache.c,8,17
Static Function,"diagnose_invalid_index_path",git\sha1_name.c,10,36
Static Function,"diagnose_invalid_sha1_path",git\sha1_name.c,5,22
Function,"die",git\usage.c,2,6
Static Function,"die",git\contrib\credential\osxkeychain\git-credential-osxkeychain.c,1,5
Static Function,"die",git\contrib\credential\wincred\git-credential-wincred.c,1,5
Static Function,"die_async",git\run-command.c,4,9
Static Function,"die_bad_number",git\config.c,4,9
Static Function,"die_builtin",git\usage.c,1,2
Static Function,"die_child",git\run-command.c,1,2
Function,"die_errno",git\usage.c,5,18
Static Function,"die_if_unmerged_cache",git\builtin\reset.c,2,3
Static Function,"die_initial_contact",git\connect.c,2,6
Static Function,"die_is_recursing_builtin",git\usage.c,1,1
Static Function,"die_nicely",git\fast-import.c,2,11
Static Function,"die_no_single_rev",git\builtin\rev-parse.c,2,4
Static Function,"die_push_simple",git\builtin\push.c,3,21
Function,"die_resolve_conflict",git\advice.c,1,2
Static Function,"die_short_read",git\vcs-svn\svndump.c,2,3
Static Function,"die_short_read",git\vcs-svn\fast_export.c,2,3
Static Function,"die_verify_filename",git\setup.c,3,9
Static Function,"die_webcgi",git\http-backend.c,2,7
Static Function,"die_with_unpushed_submodules",git\transport.c,2,11
File,"diff-delta.c",git\diff-delta.c,,297
File,"diff-files.c",git\builtin\diff-files.c,,35
File,"diff-index.c",git\builtin\diff-index.c,,31
File,"diff-lib.c",git\diff-lib.c,,249
File,"diff-no-index.c",git\diff-no-index.c,,155
File,"diff-tree.c",git\builtin\diff-tree.c,,116
File,"diff.c",git\diff.c,,2893
File,"diff.c",git\builtin\diff.c,,221
File,"diff.h",git\diff.h,,0
Function,"diff_addremove",git\diff.c,9,18
Static Function,"diff_cache",git\diff-lib.c,3,18
Function,"diff_can_quit_early",git\diff.c,1,3
Function,"diff_change",git\diff.c,5,22
Static Function,"diff_delta",git\delta.h,2,7
Struct,"diff_filepair",git\diffcore.h,,0
Static Function,"diff_filepair_dup",git\line-log.c,1,6
Struct,"diff_filespec",git\diffcore.h,,0
Function,"diff_filespec_is_binary",git\diff.c,6,13
Static Function,"diff_filespec_is_identical",git\diff.c,4,7
Static Function,"diff_filespec_load_driver",git\diff.c,4,6
Static Function,"diff_filespec_size",git\diff.c,2,4
Static Function,"diff_fill_sha1_info",git\diff.c,6,11
Function,"diff_flush",git\diff.c,33,79
Static Function,"diff_flush_checkdiff",git\diff.c,3,6
Static Function,"diff_flush_patch",git\diff.c,3,6
Function,"diff_flush_patch_id",git\diff.c,3,7
Static Function,"diff_flush_raw",git\diff.c,6,24
Static Function,"diff_flush_stat",git\diff.c,3,6
Function,"diff_free_filepair",git\diff.c,1,3
Function,"diff_free_filespec_blob",git\diff.c,4,7
Function,"diff_free_filespec_data",git\diff.c,1,3
Static Function,"diff_funcname_pattern",git\diff.c,2,2
Function,"diff_get_color",git\diff.c,2,3
Static Function,"diff_get_patch_id",git\diff.c,11,68
Static Function,"diff_grep",git\diffcore-pickaxe.c,3,13
Static Function,"diff_hunks",git\builtin\blame.c,1,8
Static Function,"diff_index_show_file",git\diff-lib.c,1,2
Function,"diff_line_prefix",git\diff.c,2,4
Static Function,"diff_might_be_rename",git\tree-diff.c,1,2
Static Function,"diff_might_be_rename",git\line-log.c,3,4
Function,"diff_no_index",git\diff-no-index.c,22,60
Function,"diff_opt_parse",git\diff.c,96,228
Struct,"diff_options",git\diff.h,,0
Static Function,"diff_output_prefix_callback",git\graph.c,1,8
Function,"diff_populate_filespec",git\diff.c,19,60
Static Function,"diff_populate_gitlink",git\diff.c,3,12
Function,"diff_q",git\diff.c,2,5
Function,"diff_queue",git\diff.c,2,6
Function,"diff_queue_is_empty",git\diff.c,3,5
Struct,"diff_queue_struct",git\diffcore.h,,0
Struct,"diff_ranges",git\line-log.h,,0
Static Function,"diff_ranges_filter_touched",git\line-log.c,5,14
Static Function,"diff_ranges_init",git\line-log.c,1,2
Static Function,"diff_ranges_release",git\line-log.c,1,2
Struct,"diff_rename_dst",git\diffcore-rename.c,,0
Struct,"diff_rename_src",git\diffcore-rename.c,,0
Static Function,"diff_resolve_rename_copy",git\diff.c,12,31
Function,"diff_result_code",git\diff.c,4,14
Function,"diff_root_tree_sha1",git\tree-diff.c,2,8
Struct,"diff_score",git\diffcore-rename.c,,0
Static Function,"diff_scoreopt_parse",git\diff.c,14,32
Function,"diff_set_mnemonic_prefix",git\diff.c,3,4
Function,"diff_setup",git\diff.c,3,18
Function,"diff_setup_done",git\diff.c,20,60
Static Function,"diff_summary",git\diff.c,6,26
Struct,"diff_tempfile",git\diff.c,,0
Static Function,"diff_timestamp_len",git\builtin\apply.c,8,24
Function,"diff_tree",git\tree-diff.c,10,34
Function,"diff_tree_combined",git\combine-diff.c,18,55
Function,"diff_tree_combined_merge",git\combine-diff.c,2,7
Static Function,"diff_tree_commit_sha1",git\builtin\diff-tree.c,2,4
Static Function,"diff_tree_local",git\notes-merge.c,7,40
Static Function,"diff_tree_remote",git\notes-merge.c,6,42
Function,"diff_tree_sha1",git\tree-diff.c,4,16
Static Function,"diff_tree_stdin",git\builtin\diff-tree.c,7,18
Static Function,"diff_tree_tweak_rev",git\builtin\diff-tree.c,3,5
Static Function,"diff_two",git\builtin\rerere.c,2,13
Function,"diff_unique_abbrev",git\diff.c,4,11
Function,"diff_unmerge",git\diff.c,2,8
Function,"diff_unmodified_pair",git\diff.c,5,14
Function,"diff_warn_rename_limit",git\diff.c,4,8
Static Function,"diff_words_append",git\diff.c,4,6
Struct,"diff_words_buffer",git\diff.c,,0
Public Struct,"diff_words_buffer::diff_words_orig",git\diff.c,,0
Struct,"diff_words_data",git\diff.c,,0
Static Function,"diff_words_fill",git\diff.c,12,18
Static Function,"diff_words_flush",git\diff.c,2,3
Static Function,"diff_words_show",git\diff.c,4,34
Struct,"diff_words_style",git\diff.c,,0
Struct,"diff_words_style_elem",git\diff.c,,0
File,"diffcore-break.c",git\diffcore-break.c,,114
File,"diffcore-delta.c",git\diffcore-delta.c,,121
File,"diffcore-order.c",git\diffcore-order.c,,64
File,"diffcore-pickaxe.c",git\diffcore-pickaxe.c,,126
File,"diffcore-rename.c",git\diffcore-rename.c,,348
File,"diffcore.h",git\diffcore.h,,0
Static Function,"diffcore_apply_filter",git\diff.c,10,21
Function,"diffcore_break",git\diffcore-break.c,8,36
Function,"diffcore_count_changes",git\diffcore-delta.c,16,45
Function,"diffcore_fix_diff_index",git\diff.c,1,2
Function,"diffcore_merge_broken",git\diffcore-break.c,8,23
Function,"diffcore_order",git\diffcore-order.c,4,14
Function,"diffcore_pickaxe",git\diffcore-pickaxe.c,2,4
Static Function,"diffcore_pickaxe_count",git\diffcore-pickaxe.c,5,23
Static Function,"diffcore_pickaxe_grep",git\diffcore-pickaxe.c,3,11
Function,"diffcore_rename",git\diffcore-rename.c,38,125
Static Function,"diffcore_skip_stat_unmatch",git\diff.c,5,19
Function,"diffcore_std",git\diff.c,10,21
Static Function,"different_name",git\read-cache.c,1,2
Struct,"diffgrep_cb",git\diffcore-pickaxe.c,,0
Static Function,"diffgrep_consume",git\diffcore-pickaxe.c,3,9
Static Function,"diffnamecmp",git\diff.c,3,5
Static Function,"diffstat_add",git\diff.c,3,14
Static Function,"diffstat_consume",git\diff.c,3,6
Struct,"diffstat_t",git\diff.c,,0
Public Struct,"diffstat_t::diffstat_file",git\diff.c,,0
Static Function,"digits_in_number",git\log-tree.c,2,5
File,"dir.c",git\dir.c,,730
File,"dir.h",git\dir.h,,3
Function,"dir_add_ignored",git\dir.c,5,4
Static Function,"dir_add_name",git\dir.c,5,4
Struct,"dir_entry",git\dir.h,,0
Struct,"dir_entry",git\name-hash.c,,0
Static Function,"dir_entry_new",git\dir.c,1,5
Static Function,"dir_in_way",git\merge-recursive.c,3,14
Function,"dir_inside_of",git\dir.c,8,13
Struct,"dir_struct",git\dir.h,,0
Static Function,"directory_exists_in_index",git\dir.c,8,17
Static Function,"directory_exists_in_index_icase",git\dir.c,4,9
Static Function,"directory_size",git\sha1_file.c,2,4
Struct,"dirent",git\compat\win32\dirent.h,,0
File,"dirent.c",git\compat\win32\dirent.c,,56
File,"dirent.h",git\compat\win32\dirent.h,,0
Struct,"dirent_prec_psx",git\compat\precompose_utf8.h,,0
Static Function,"dirstat_compare",git\diff.c,1,3
Struct,"dirstat_dir",git\diff.c,,0
Struct,"dirstat_file",git\diff.c,,0
Static Function,"disambiguate_blob_only",git\sha1_name.c,1,2
Static Function,"disambiguate_commit_only",git\sha1_name.c,1,2
Static Function,"disambiguate_committish_only",git\sha1_name.c,4,9
Struct,"disambiguate_state",git\sha1_name.c,,0
Static Function,"disambiguate_tree_only",git\sha1_name.c,1,2
Static Function,"disambiguate_treeish_only",git\sha1_name.c,4,9
Function,"discard_index",git\read-cache.c,2,14
Function,"discard_revindex",git\pack-revindex.c,3,5
Static Function,"discard_unused_subtrees",git\cache-tree.c,3,10
Static Function,"disconnect_git",git\transport.c,3,9
Static Function,"disconnect_helper",git\transport-helper.c,4,17
Static Function,"discover_refs",git\remote-curl.c,11,65
Struct,"discovery",git\remote-curl.c,,0
Static Function,"display",git\progress.c,10,29
Static Function,"display_cell",git\column.c,5,16
Static Function,"display_error_msgs",git\unpack-trees.c,6,13
Function,"display_mode_esc_sequence_len",git\utf8.c,5,10
Static Function,"display_name",git\builtin\describe.c,8,14
Struct,"display_notes_opt",git\notes.h,,0
Static Function,"display_plain",git\column.c,2,2
Function,"display_progress",git\progress.c,2,1
Static Function,"display_table",git\column.c,6,20
Function,"display_throughput",git\progress.c,6,31
Function,"dlmalloc_usable_size",git\compat\nedmalloc\malloc.c.h,4,5
Static Function,"do_add_entry",git\unpack-trees.c,2,7
Static Function,"do_add_man_viewer_info",git\builtin\help.c,1,5
Static Function,"do_append_grep_pat",git\grep.c,9,27
Static Function,"do_askpass",git\prompt.c,5,21
Static Function,"do_cache",git\credential-cache.c,7,14
Static Function,"do_change_note_fanout",git\fast-import.c,10,40
Static Function,"do_command",git\remote-testsvn.c,9,26
Static Function,"do_compare_entry",git\unpack-trees.c,4,12
Static Function,"do_compress",git\builtin\pack-objects.c,2,14
Static Function,"do_config_from",git\config.c,1,11
Static Function,"do_cvs_cmd",git\shell.c,2,7
Function,"do_diff_cache",git\diff-lib.c,2,6
Static Function,"do_diff_combined",git\log-tree.c,1,2
Static Function,"do_fetch",git\builtin\fetch.c,18,58
Static Function,"do_fetch_pack",git\fetch-pack.c,28,61
Static Function,"do_find_bisection",git\bisect.c,24,55
Static Function,"do_for_each_entry",git\refs.c,7,26
Static Function,"do_for_each_entry_in_dir",git\refs.c,4,12
Static Function,"do_for_each_entry_in_dirs",git\refs.c,10,44
Static Function,"do_for_each_ref",git\refs.c,1,6
Static Function,"do_for_each_reflog",git\refs.c,10,26
Static Function,"do_generic_cmd",git\shell.c,3,9
Static Function,"do_getc",git\sh-i18n--envsubst.c,3,5
Static Function,"do_git_deflate_init",git\zlib.c,3,9
Static Function,"do_head_ref",git\refs.c,4,7
Function,"do_lookup_replace_object",git\replace_object.c,5,14
Static Function,"do_lstat",git\compat\mingw.c,7,28
Static Function,"do_nothing",git\wrapper.c,1,0
Static Function,"do_one_ref",git\refs.c,3,12
Static Function,"do_oneway_diff",git\diff-lib.c,5,16
Static Function,"do_pick_commit",git\sequencer.c,27,108
Static Function,"do_plain_rerere",git\rerere.c,11,36
Static Function,"do_push",git\builtin\push.c,16,45
Static Function,"do_recursive_merge",git\sequencer.c,12,33
Static Function,"do_remove_scheduled_dirs",git\symlinks.c,4,9
Static Function,"do_reupdate",git\builtin\update-index.c,7,24
Static Function,"do_sign",git\builtin\tag.c,1,1
Static Function,"do_sign_commit",git\commit.c,5,20
Static Function,"do_stat_internal",git\compat\mingw.c,6,14
Static Function,"do_take_over",git\transport-helper.c,1,4
Static Function,"do_ungetc",git\sh-i18n--envsubst.c,2,2
Static Function,"do_unresolve",git\builtin\update-index.c,3,9
Static Function,"do_write_blocked",git\archive-tar.c,5,17
Static Function,"done_pbase_path_pos",git\builtin\pack-objects.c,4,11
Static Function,"dos_time",git\archive-zip.c,1,4
Static Function,"dowild",git\wildmatch.c,80,161
Static Function,"drop_attr_stack",git\attr.c,2,4
Static Function,"drop_origin_blob",git\builtin\blame.c,2,3
Static Function,"drop_privileges",git\daemon.c,2,3
Static Function,"drop_save",git\builtin\merge.c,1,3
Static Function,"dry_run_commit",git\builtin\commit.c,2,4
Static Function,"dump_branches",git\fast-import.c,3,3
Static Function,"dump_cache_tree",git\test-dump-cache-tree.c,7,22
Static Function,"dump_diff_hacky",git\line-log.c,2,4
Static Function,"dump_diff_hacky_one",git\line-log.c,16,67
Static Function,"dump_grep_expression",git\grep.c,2,5
Static Function,"dump_grep_expression_1",git\grep.c,6,28
Static Function,"dump_grep_pat",git\grep.c,14,23
Static Function,"dump_marks",git\fast-import.c,6,28
Static Function,"dump_marks_helper",git\fast-import.c,6,10
Static Function,"dump_one",git\test-dump-cache-tree.c,2,7
Static Function,"dump_quoted_path",git\combine-diff.c,1,8
Static Function,"dump_sline",git\combine-diff.c,31,82
Static Function,"dump_tags",git\fast-import.c,3,6
Static Function,"dup_devnull",git\run-command.c,3,6
Static Function,"dup_downcase",git\builtin\config.c,2,6
Static Function,"dup_entry",git\unpack-trees.c,1,4
Static Function,"dup_entry",git\builtin\blame.c,1,8
Static Function,"dup_tree_content",git\fast-import.c,4,15
Static Function,"duplicate_node",git\compat\regex\regcomp.c,2,7
Static Function,"duplicate_node_closure",git\compat\regex\regcomp.c,18,59
Static Function,"duplicate_tree",git\compat\regex\regcomp.c,6,21
Function,"dwim_log",git\refs.c,7,24
Function,"dwim_ref",git\refs.c,8,18
Static Function,"early_output",git\builtin\log.c,1,1
Static Function,"edit_branch_description",git\builtin\branch.c,5,25
Static Function,"edit_patch",git\builtin\add.c,7,33
Static Function,"editor",git\builtin\var.c,2,4
File,"editor.c",git\editor.c,,42
Static Function,"emit",git\builtin\for-each-ref.c,5,12
Static Function,"emit_add_line",git\diff.c,3,10
Static Function,"emit_binary_diff",git\diff.c,1,3
Static Function,"emit_binary_diff_body",git\diff.c,7,36
Struct,"emit_callback",git\diff.c,,0
Static Function,"emit_hunk_header",git\diff.c,8,34
Static Function,"emit_line",git\diff.c,1,1
Static Function,"emit_line_0",git\diff.c,8,25
Static Function,"emit_one_suspect_detail",git\builtin\blame.c,4,21
Static Function,"emit_other",git\builtin\blame.c,15,55
Static Function,"emit_porcelain",git\builtin\blame.c,6,26
Static Function,"emit_porcelain_details",git\builtin\blame.c,2,3
Static Function,"emit_rewrite_diff",git\diff.c,10,56
Static Function,"emit_rewrite_lines",git\diff.c,5,22
Static Function,"empty_tree",git\sequencer.c,1,1
Static Function,"enable_keepalive",git\connect.c,2,4
Static Function,"enable_patch_output",git\diff.c,1,2
Static Function,"enable_service",git\daemon.c,3,5
Function,"encode_85",git\base85.c,8,16
Function,"encode_in_pack_object_header",git\pack-write.c,3,12
Function,"encode_varint",git\varint.c,3,7
Static Function,"end_headers",git\http-backend.c,1,1
